gene,mean_vcm3,mean_rest,log2fc,pval,fdr
TXNL4A,0.11910427,0.12340298,-0.051151514,0.3977679976251347,0.7247736169584412
ENSG00000248647,0.052653458,0.042194545,0.31946516,0.39780859216106534,0.7247068372145855
UNC13B,0.5068973,0.50302005,0.011077464,0.3983636343727006,0.725577095260081
SH3YL1,0.17216225,0.18756813,-0.12364507,0.39842941939219056,0.7255560583729682
TRIM8,0.09184121,0.0979169,-0.09241533,0.39843328930297506,0.725422301618574
FGD5-AS1,0.077338204,0.08098206,-0.06642032,0.3986268137060692,0.7256338312359996
RPL27A,0.10273888,0.11061603,-0.10657716,0.3986326203125312,0.725503636037278
ITGA3,0.10761389,0.10036608,0.10059166,0.39865197603524594,0.725398145687098
PSMC2,0.1479692,0.15360089,-0.053889275,0.3987778020265148,0.7254863949220015
ABTB3,0.057717457,0.05438483,0.08580208,0.3990043490567885,0.7257578136585479
POGLUT1,0.23219293,0.23846926,-0.03847909,0.3990760082543958,0.7257474528867497
IAH1,0.19534335,0.18797424,0.055476904,0.3993840372827283,0.7261668677880925
INPP4A,0.1857032,0.19505082,-0.07085109,0.39948286933843613,0.7262058283536539
VCPIP1,0.08951947,0.08543342,0.06739998,0.3995797777925211,0.7262412776539002
MKKS,0.06897952,0.078547746,-0.18739915,0.39969608660157974,0.7263119667821075
TSC22D3,0.07881516,0.08369756,-0.08671117,0.39977363711855296,0.7263122121313447
HNRNPR,0.20886642,0.20128773,0.053320885,0.39986283139893475,0.726333607780214
TRUB1,0.1820722,0.19196737,-0.07634997,0.40021584782850617,0.7268341239502604
SLC4A7,0.35961092,0.3503067,0.037818193,0.40022166834962947,0.7267040240867473
MED4,0.19577724,0.19757101,-0.013158083,0.40043512259299974,0.7269509133451091
IPO9,0.2876147,0.272288,0.07900369,0.4010001358847213,0.7278358047727713
EPB41,0.607419,0.6038803,0.008429468,0.4011827510294612,0.7280264158913743
SFI1,0.05226586,0.059010264,-0.17509413,0.401404287448489,0.7282875700718862
C1orf159,0.07714501,0.081707224,-0.082889795,0.4014081747076931,0.7281538080254402
SPAG7,0.1681977,0.16751537,0.005864382,0.4017386743285505,0.7286124574812411
CYB5A,0.07669808,0.100421995,-0.3888085,0.4020090276713827,0.7289618665660828
CCT8,0.11840639,0.1172218,0.014506102,0.40214716392638505,0.7290714380593902
ZNF527,0.055506367,0.058090013,-0.06563568,0.4021841347945413,0.7289975951782045
COPS3,0.11123415,0.11487549,-0.04647088,0.4022055399130655,0.7288955718494071
PDIA3,0.21585605,0.21112178,0.031994104,0.4024313082082227,0.7290934698483239
ZNF740,0.053586572,0.06165133,-0.20225668,0.4024313082082227,0.7290934698483239
GBA2,0.3313286,0.3310341,0.0012829304,0.4025208580515749,0.7290445347953428
NMRAL1,0.1376951,0.15459964,-0.16705847,0.40257926655915144,0.7290095886620265
QSER1,0.12330371,0.12976447,-0.07367873,0.4027253100557088,0.7291333189777421
SAR1A,0.13291034,0.12708104,0.06470394,0.4027389424021255,0.7290173176956861
INTS1,0.0683392,0.07445578,-0.12366891,0.4029609938302644,0.7292785578926583
ADAM32,0.11287643,0.121251866,-0.10326171,0.403218197642911,0.7296033038159674
OGFR,0.064600214,0.0699331,-0.11443472,0.4033020049656335,0.7296142326624708
SNX2,0.22560073,0.23971796,-0.0875659,0.40348329834672425,0.7298014854615321
METTL21A,0.15078285,0.16746427,-0.15138006,0.4038167715869646,0.7302638687411145
CCDC180,0.050668094,0.06199216,-0.29100275,0.404033324958186,0.7305146761915015
KIFBP,0.13328494,0.13264304,0.0069646835,0.404154312944754,0.7305926327644859
ZNF609,0.7388943,0.7382986,0.0011635423,0.40423433303735345,0.7305965156148045
PRKACB,0.38922635,0.39063284,-0.005203843,0.4045545081981117,0.7310343597678512
ATXN2L,0.2172873,0.20525523,0.082184315,0.40478497193852225,0.7313099570050483
SKI,0.14330319,0.13732003,0.061528206,0.40514645020172524,0.7318221016158233
BRCC3,0.09719452,0.11379922,-0.22754145,0.4052324518055076,0.731836547226039
GMDS-DT,0.8556062,0.90111136,-0.07475838,0.40527936636986106,0.7317804109472741
TANGO2,0.44943872,0.44047952,0.029049516,0.405308689620938,0.731692539161755
YY1AP1,0.33461446,0.33844677,-0.016429067,0.4054299058431907,0.7317705611044277
PHLDA1,0.049621213,0.06803316,-0.45527315,0.4054963884515439,0.7317497819681448
ABCA3,0.06832607,0.06301131,0.11682367,0.4055139878793528,0.7316408142854015
ZBED5-AS1,0.18870263,0.19539782,-0.050299644,0.40553354333441904,0.7315354169512631
TMEM248,0.112184286,0.102291234,0.13318682,0.40591107398452386,0.7320756816845065
ZNF12,0.0843086,0.08594902,-0.027801037,0.406018698858874,0.7321290472215944
SPTLC2,0.13584197,0.13355218,0.024525642,0.40604805405452404,0.7320412842312729
TBC1D17,0.073306285,0.08342552,-0.18654943,0.4061713597151153,0.7321229004509533
XPO7,0.23737653,0.23928705,-0.01156497,0.40630643442037984,0.732225694915867
SLIRP,0.2881242,0.292755,-0.023002982,0.4063573390905343,0.7321767918854221
ATP5PD,0.15778364,0.17029285,-0.11006975,0.4065884158205255,0.7324524802665457
PPT1,0.059433796,0.05732429,0.052135944,0.40668831223199264,0.7324917921598301
NPEPPS,0.51534474,0.5311633,-0.043617487,0.4067490407361253,0.7324605566576444
MAPK10-AS1,0.06611724,0.058020692,0.1884563,0.4068587575547139,0.7325175327918492
PMS2,0.112488605,0.12035354,-0.097498894,0.4071605698312082,0.7329202736293928
TSPAN12,0.2127171,0.21560001,-0.0194211,0.407503700352812,0.7333972216976947
DUS2,0.061505456,0.059307966,0.052487373,0.4076272695289693,0.7334789111470637
CETN3,0.10511207,0.114880055,-0.12819886,0.40775282298722315,0.7335641390730829
GDAP2,0.13162315,0.1347265,-0.03362012,0.4078921358182299,0.7336740832528054
HDAC1,0.09518429,0.102852434,-0.11177945,0.40815514152569277,0.7340064285593347
TUFT1,0.051261786,0.043953083,0.22191477,0.40819047834546507,0.7339292962508918
SMCO4,0.077814154,0.08846798,-0.18512034,0.40847913058081475,0.7343075690954597
ZNF75A,0.2820343,0.27272677,0.04841423,0.4085282331879969,0.7342551501474688
ARSB,0.14420445,0.15625103,-0.11574936,0.4091452611802283,0.7352232982939862
PITPNA,0.1906807,0.18875733,0.014626265,0.4092357003623235,0.735244990578192
RPRD2,0.57738686,0.6042207,-0.065537214,0.4092789580883862,0.7351819231830824
L3MBTL2,0.069469064,0.06776138,0.03590703,0.4093025543582498,0.7350835691020482
ZPBP,0.20554675,0.20147938,0.028834343,0.4094461157696355,0.7352006618470278
MRPL16,0.12182813,0.13602072,-0.15897799,0.40945398301380354,0.7350741042165145
HAT1,0.11659686,0.124359764,-0.09299016,0.40957987114858874,0.7351594320099598
PLBD2,0.0543611,0.051427644,0.08002949,0.40960347773627426,0.7350611759987997
RPRD1B,0.2504364,0.24028225,0.05971408,0.40992421402274526,0.7354960749591501
SEMA6C,0.07028817,0.073841155,-0.0711422,0.41019981219810653,0.7358498351897964
TMTC4,0.051194485,0.0589745,-0.20409918,0.4102155639906194,0.7357374156681307
TUBA1C,0.10777407,0.10491291,0.038817644,0.4102313161426042,0.7356250397648916
RFWD3,0.064658955,0.061813496,0.06492734,0.4103908269261365,0.7357704449113344
NR2C2,0.36027724,0.3681318,-0.031114817,0.41051097665444536,0.7358452393909068
SPRED2,0.32534575,0.3153559,0.044992685,0.41064296846847437,0.7359412283039591
YIPF7,0.06463626,0.06170057,0.0670588,0.4109898133009474,0.7364221597382522
CSDE1,0.5020412,0.48693988,0.044062078,0.4110548660673081,0.7363980816199132
INTS12,0.1801434,0.17954583,0.004793644,0.4110824660574689,0.7363069294675779
RCC1,0.083485804,0.077091336,0.11496067,0.41122442624260136,0.7364206083237423
ABHD17B,0.124830715,0.13607186,-0.12439489,0.4114058621553385,0.7366049234239286
ZSCAN16-AS1,0.11216016,0.114119895,-0.024989843,0.41143150366907577,0.7365102780811428
LPAR6,0.11027134,0.11205738,-0.023179531,0.4116524544544611,0.7367652284799225
ITGB3BP,0.34410182,0.36568087,-0.08774948,0.4117392758068369,0.7367800659202257
FAM149B1,0.15609336,0.16609342,-0.089585066,0.4119682205298354,0.7370491695291601
PRIM2,0.17809771,0.18719517,-0.0718739,0.4119938828322497,0.7369545488526533
CIAO2B,0.13349856,0.12764475,0.0646894,0.4120491587036226,0.7369129254588995
AR,0.28618953,0.2906517,-0.022320509,0.4121261574248106,0.736910159893191
HARS1,0.10826099,0.11177964,-0.04614353,0.4125369613518186,0.7375041485142458
ST13,0.16145833,0.1487284,0.11848092,0.41260611086122956,0.7374872417793972
FAM78B,0.1258466,0.13940318,-0.14759636,0.41286894164023,0.7378164591368834
NDUFS3,0.12173943,0.13557866,-0.15533257,0.4130488303672115,0.7379973579328087
ZNF44,0.5512866,0.5336378,0.04694146,0.41325645196492033,0.738227728928957
RPL10A,0.17587847,0.17654102,-0.0054244995,0.4133355621614523,0.738228487378402
ERCC3,0.12800595,0.1326154,-0.051037073,0.41341072515408295,0.7382221970680636
POLR2H,0.05920265,0.060100734,-0.021720886,0.41358679646629204,0.7383960655464799
DLG2-AS2,0.12772259,0.13434044,-0.072879314,0.4136718805315436,0.7384074549366328
TXNL4B,0.15371296,0.14686126,0.065784454,0.4138935434752009,0.7386625879559321
NFATC1,0.05967286,0.07346648,-0.30000687,0.4140162799671654,0.7387411066283655
BRAT1,0.08112033,0.087933876,-0.11635423,0.41418656300884193,0.7389044179785045
SERTAD2,0.07998185,0.07398791,0.1123817,0.4144024463894832,0.7391490022863367
PGRMC2,0.12993716,0.11796484,0.13945603,0.41442027459663533,0.7390402996133116
NUPR1,0.083222054,0.08552255,-0.03933859,0.4146382115578764,0.7392884266126941
ZDHHC5,0.13303784,0.1353118,-0.024450779,0.41472342351685987,0.7392998592884628
CCDC85A,0.044521816,0.057048853,-0.35767794,0.4148066637965818,0.7393077735067498
ABHD17A,0.05583358,0.05845978,-0.066310406,0.41482450228429113,0.7391991415823779
GLO1,0.12577881,0.12576298,0.00018143654,0.41506635763134947,0.739489663368272
MAGEF1,0.060510464,0.059570342,0.02259016,0.4151377407031973,0.739476416038997
SHPRH,0.6754103,0.69586223,-0.043037534,0.4152825119785589,0.7395938738388079
SCRN2,0.050386697,0.058431294,-0.21369457,0.4153439992135083,0.7395629911977861
MICU2,0.49849787,0.498983,-0.0014033318,0.4153459827622452,0.7394261879080426
KLC1-AS1,0.13459216,0.12051431,0.15938878,0.4154392158655814,0.7394518541549772
SEPSECS,0.100641884,0.10597907,-0.07454777,0.4158221962909583,0.7399931421854649
C9orf72,0.21908951,0.23416452,-0.096001625,0.4158321208331912,0.7398704641868007
ZNF532,0.3629681,0.35927296,0.014762402,0.41594924099371267,0.7399385246497937
PHLPP2,0.123870544,0.10345924,0.2597685,0.4163086633205878,0.7404375126585316
ZNF823,0.074645676,0.075113,-0.009003878,0.41633051257266784,0.7403360252002975
SIRT2,0.15956458,0.15825254,0.011911869,0.4163324989018665,0.7401992618338662
ZNF728,0.123610884,0.124613665,-0.011656523,0.41690479441562733,0.7410763132261113
ZNF546,0.16321965,0.16377556,-0.004905224,0.4169544947198771,0.741024260174633
ENSG00000259560,0.09274217,0.08793855,0.07672882,0.4173005056091472,0.7414987393229203
CKMT2-AS1,0.8080402,0.8368746,-0.050584316,0.41733432034440665,0.7414184043687224
CELSR1,0.1152903,0.10805092,0.09355903,0.41734625534245184,0.7412992365813865
BPGM,0.08817407,0.080924086,0.12378383,0.4177043988246416,0.7417949403317788
RASAL2,1.7339463,1.7050025,0.024285376,0.41773624256174213,0.7417110953282106
LMBRD2,0.14172684,0.14601979,-0.043050528,0.41776609736419024,0.7416237512716808
PLN,1.0365473,1.0710627,-0.04725692,0.4179233533995176,0.7417625617847662
C14orf93,0.06681413,0.0726512,-0.12083149,0.4179671524256595,0.741699985636001
CCDC18,0.20998682,0.21344711,-0.023579597,0.41802489163624523,0.7416621659098436
STARD13,1.2957767,1.3109443,-0.016789228,0.41851088342051823,0.742384025004973
POLR3B,0.18177329,0.18639226,-0.036201477,0.4185527261201645,0.7423178972513012
ZNF329,0.085449874,0.087710604,-0.03767228,0.4185726520806595,0.742212931737053
PEX10,0.06134443,0.05387968,0.18718815,0.4190869348628037,0.7429844336513274
INO80E,0.07663923,0.08560448,-0.15960121,0.41911086403475206,0.742886477682608
ZNF461,0.07789533,0.07664626,0.023321152,0.41924847236922813,0.7429900203566486
PARP8,0.11514745,0.12373746,-0.103799105,0.41936216885901767,0.7430511554740894
RTCB,0.18520789,0.17362832,0.09314275,0.419410046489085,0.7429956677040399
SLC35B3,0.15118009,0.1501969,0.009413242,0.4196933882265361,0.7433572528490395
ST3GAL3-AS1,0.06411412,0.057552285,0.15576649,0.4197153419290709,0.7432558206830018
ZNF736,0.14873591,0.1578223,-0.08554745,0.4197552594811933,0.7431862322046717
MT2A,0.15338548,0.15886305,-0.05062127,0.41975725541737263,0.7430495415709037
MRPS33,0.088192716,0.09447759,-0.09931135,0.41979717531239913,0.7429800224072682
ZZZ3,0.62382406,0.63169146,-0.01808083,0.41988700323418293,0.7429988427655798
SIN3A,0.15675871,0.1581552,-0.01279521,0.4201825169460184,0.7433815527036667
RABEPK,0.1114062,0.12217024,-0.13306236,0.42064799888392135,0.7440647672565893
UBAP2L,0.21467678,0.20304221,0.08038616,0.42080789080783554,0.7442072821035085
ENSG00000259370,0.061226066,0.074259385,-0.27842307,0.42091583802318777,0.7442578952758289
SLC39A13,0.0714929,0.062775746,0.18758988,0.4209318315854914,0.7441459287610854
LRRC40,0.14857388,0.15380453,-0.04991722,0.42177199443885593,0.7454907407357473
RINT1,0.15390827,0.15199125,0.01808238,0.42192212692800224,0.7456156328571326
HACD2,0.18217693,0.18807696,-0.0459826,0.42226855200068436,0.7460872984690058
NUDT16L1,0.06761733,0.0736763,-0.123806,0.4224528459241794,0.7462723781699588
RPS6KB1,0.23412998,0.23173189,0.014853001,0.42273739207529015,0.7466344526450248
HSPA8,0.16377072,0.17306806,-0.07966161,0.42275342618402323,0.7465222368640139
COA6-AS1,0.1769347,0.19189177,-0.117075205,0.42315439465625304,0.7470896745699974
FAM174A-DT,0.039199702,0.05216489,-0.41222763,0.4231684325842425,0.7469738917225519
GABARAPL2,0.14069244,0.1366897,0.041640043,0.4235495661760239,0.747506025181237
ENSG00000285382,0.06604961,0.061396196,0.10539913,0.4235937104062406,0.7474433310196256
DESI2,0.22042182,0.23964502,-0.12063122,0.42389878045320206,0.7478409849966043
QSOX1,0.12182724,0.13592775,-0.15800214,0.42404935577433145,0.7479659815519416
KIAA0319L,0.73692226,0.7390374,-0.004134923,0.42412766730155804,0.7479634914705297
FBXO44,0.06344098,0.07035532,-0.14924216,0.42423812100657754,0.7480176754902669
FASTK,0.08056969,0.08792657,-0.12606049,0.4242642307031834,0.7479231515327446
DLD,0.27223745,0.2770964,-0.025522351,0.42429234988866404,0.74783220489488
POU6F2,0.08375938,0.10758565,-0.3611591,0.42440282866532175,0.7478864272235253
ZNF765,0.051203214,0.047735862,0.10115862,0.4244188997063456,0.7477742942807389
SUPT5H,0.11590503,0.12147113,-0.06766987,0.4244892146935024,0.7477577567131881
SMAP1,0.50703084,0.5000902,0.019885182,0.42468814252314213,0.7479677404077566
ZNF460-AS1,0.064088464,0.061958067,0.04877186,0.42475245407614903,0.7479406013780837
PCID2,0.29289064,0.30082795,-0.038576365,0.4248368716250097,0.747948870254427
PSMC1,0.1629225,0.16710554,-0.03657365,0.4248710434195716,0.7478686921880714
LINC02478,0.06284331,0.06884498,-0.13159037,0.4250801293578892,0.7480963747206371
ASPH,0.81799775,0.8509825,-0.057032496,0.42527921891298215,0.7483063825659412
FDPS,0.1459587,0.14678116,-0.00810647,0.42529933199650904,0.7482014499889832
ANAPC4,0.081581846,0.091398984,-0.16392803,0.42537174369636654,0.7481885450617382
ERP29,0.08079252,0.088379346,-0.12948608,0.4258385695274589,0.7488692519787478
SFRP4,0.04479827,0.052561563,-0.2305603,0.42612041935814216,0.7492244704681578
SLC5A1,0.648107,0.6841308,-0.07804006,0.42630972243889387,0.7494168663896763
SLC49A4,0.32587516,0.35574743,-0.12653363,0.42637014863942346,0.7493826778821789
PRICKLE2,0.10675561,0.110661514,-0.05184126,0.42641043554808356,0.749313112251755
HSP90AB1,0.26475385,0.26420942,0.0029697418,0.42662197823706527,0.7495444568951585
OARD1,0.229896,0.23768696,-0.04808116,0.426783194680864,0.749687311832216
EMC7,0.06985447,0.07643966,-0.12996721,0.42680536471881003,0.7495859101070527
NUP50,0.07586225,0.0824082,-0.11940408,0.42683358210163913,0.7494951651277518
SLC37A1,0.05224723,0.05771498,-0.14358854,0.42698476516792616,0.7496203343573135
WWP2,0.18305998,0.18768606,-0.03600478,0.4270533117705021,0.7496004061797663
RUNDC3B,0.043628376,0.052365415,-0.26334238,0.42781178402830045,0.7507912752999467
XRCC5,0.35432333,0.35398814,0.0013654232,0.4279005926515641,0.7508066879104123
ASXL1,0.4385472,0.4298742,0.028817534,0.4279187593738397,0.7506981676225438
TGS1,0.17920995,0.18357718,-0.034735918,0.42826603189732204,0.751166930503024
LSS,0.13184132,0.1384587,-0.070652485,0.42827410995330606,0.7510406915106388
SMARCB1,0.24910769,0.2464292,0.01559639,0.42831046230243675,0.7509640735042911
SLC39A11,0.25029674,0.2502536,0.00024867058,0.42838317238679335,0.7509512188589117
C2orf92,0.06608079,0.061091524,0.11325669,0.4284033709068913,0.750846333989997
ANKHD1-DT,0.0416161,0.054041512,-0.37691832,0.42844780960148676,0.7507839652000652
KDM2A,0.6819119,0.67676836,0.010923207,0.42857508069814976,0.7508667426909508
TRMT61B,0.16569251,0.16702414,-0.011548042,0.4286660020869618,0.7508858162023666
LRPPRC,0.40084365,0.39291477,0.028823137,0.4287872480553305,0.750957991647398
ALG6,0.06684785,0.076458596,-0.19379473,0.428819583681458,0.7508744557856363
RANBP9,0.39942244,0.40231308,-0.0104032755,0.4288256467692202,0.7507449557732457
NEPRO,0.15271361,0.15640402,-0.034448862,0.42893276953933246,0.7507923962347047
TNK2,0.09028763,0.10121974,-0.16488886,0.4289752187140111,0.7507266371898624
GTF3C2-AS2,0.05782769,0.061010323,-0.077291965,0.4289954334651608,0.7506219986516484
DOCK7,0.18564029,0.18322049,0.018929005,0.4290500160595877,0.7505775220345052
LURAP1,0.12061914,0.10828908,0.15556955,0.42938366407398476,0.7510211663575923
AAAS,0.10204314,0.10966192,-0.10388255,0.42952728021271835,0.7511323286031172
KAT2A,0.08091933,0.08816657,-0.12374592,0.42954548706834506,0.7510241818254217
ZNF121,0.11696808,0.115156904,0.022513866,0.4298044775493882,0.7513369868396423
GOT2,0.23951186,0.24460319,-0.030345917,0.42983078634289096,0.7512430025091287
SLC19A2,0.47774905,0.4667722,0.03353429,0.4299886587450369,0.7513789525695541
SLBP,0.17352048,0.17072389,0.023440838,0.4300757053630766,0.7513911113065893
MOB1B,0.2619499,0.2842629,-0.117934465,0.4303105798243926,0.7516614894642434
ENSG00000239920,0.043090664,0.050162144,-0.21921921,0.43033893177681226,0.7515710830100619
ZFHX3-AS1,0.046409734,0.057747517,-0.31532526,0.43040576566909616,0.7515479049892909
TBC1D20,0.133028,0.13680558,-0.04039669,0.43040779103260274,0.7514115920111423
NEK5,0.061124235,0.05814934,0.07198048,0.4305435029886481,0.7515086781468829
AP5Z1,0.075941734,0.07365326,0.04414296,0.43071773681440995,0.7516729551325882
DHPS,0.051034935,0.056028962,-0.13468504,0.43115755513124554,0.7523005732269565
QRSL1,0.2778107,0.2935059,-0.07928717,0.43140696867702155,0.752595793999222
NSUN2,0.13889897,0.12771957,0.121055365,0.4316828403502432,0.7529370530146833
SRSF3,0.5171187,0.5113789,0.01610285,0.43172341833513916,0.7528678644647352
TIMM23,0.21866328,0.21874025,-0.0005078316,0.43181066848734206,0.7528800765189079
CCDC88A,0.29547366,0.30386704,-0.04041052,0.4318350191904592,0.7527826365746726
PRR16,0.65649205,0.6663451,-0.021491945,0.4319243119089916,0.7527984199015715
GOLGA7,0.066411585,0.071696684,-0.11046982,0.4319831697762182,0.7527611624889449
HBB,0.05325446,0.062819704,-0.23831081,0.4320400024705021,0.7527203905623492
DPY19L3,0.0624541,0.057088587,0.12959194,0.4322612852764822,0.7529660932907456
ADAMTSL3,0.03843166,0.053847007,-0.48655987,0.43241561303556175,0.7530950958789011
ATXN7L1,0.47854167,0.47610205,0.0073736906,0.43250700634971784,0.7531144642860157
ATL3,0.096711345,0.08444015,0.19575405,0.4332507539082949,0.7542695441023609
BTF3,0.11415672,0.11978102,-0.069382906,0.43333208261560774,0.7542711686641246
SPCS1,0.09804093,0.102362484,-0.06223035,0.43336664998993746,0.7541914135050256
ZNF148,0.7540908,0.7846756,-0.057358056,0.43339918544613487,0.7541081524212977
ARHGEF1,0.05170173,0.05754948,-0.15458775,0.4334337559161803,0.7540284624523648
CMTR2,0.07946655,0.081909195,-0.04367709,0.43350290164030836,0.7540089401537584
ENSG00000267360,0.05632783,0.057249207,-0.02340746,0.43356798579554834,0.753982361952518
